center,left,right,steering,throttle,brake,speed
IMG/center_2016_12_01_13_46_19_924.jpg, IMG/left_2016_12_01_13_46_19_924.jpg, IMG/right_2016_12_01_13_46_19_924.jpg,-0.5344751,0.0,0.0,23.94155
IMG/center_2016_12_01_13_45_23_127.jpg, IMG/left_2016_12_01_13_45_23_127.jpg, IMG/right_2016_12_01_13_45_23_127.jpg,-0.5249807,0.9855325999999999,0.0,30.16416
IMG/center_2016_12_01_13_39_58_284.jpg, IMG/left_2016_12_01_13_39_58_284.jpg, IMG/right_2016_12_01_13_39_58_284.jpg,-0.505992,0.8991036,0.0,30.147470000000002
IMG/center_2016_12_01_13_42_08_910.jpg, IMG/left_2016_12_01_13_42_08_910.jpg, IMG/right_2016_12_01_13_42_08_910.jpg,-0.4964977,0.9855325999999999,0.0,30.17946
IMG/center_2016_12_01_13_38_09_278.jpg, IMG/left_2016_12_01_13_38_09_278.jpg, IMG/right_2016_12_01_13_38_09_278.jpg,-0.505992,0.9855325999999999,0.0,30.168940000000003
IMG/center_2016_12_01_13_39_51_993.jpg, IMG/left_2016_12_01_13_39_51_993.jpg, IMG/right_2016_12_01_13_39_51_993.jpg,-0.4964977,0.7934223000000001,0.0,30.10825
IMG/center_2016_12_01_13_42_08_808.jpg, IMG/left_2016_12_01_13_42_08_808.jpg, IMG/right_2016_12_01_13_42_08_808.jpg,-0.4964977,0.9855325999999999,0.0,30.176740000000002
IMG/center_2016_12_01_13_39_59_398.jpg, IMG/left_2016_12_01_13_39_59_398.jpg, IMG/right_2016_12_01_13_39_59_398.jpg,-0.505992,0.9855325999999999,0.0,30.171879999999998
IMG/center_2016_12_01_13_38_28_218.jpg, IMG/left_2016_12_01_13_38_28_218.jpg, IMG/right_2016_12_01_13_38_28_218.jpg,-0.505992,0.5436304,0.0,30.02566
IMG/center_2016_12_01_13_42_09_011.jpg, IMG/left_2016_12_01_13_42_09_011.jpg, IMG/right_2016_12_01_13_42_09_011.jpg,-0.4964977,0.9855325999999999,0.0,30.18047
IMG/center_2016_12_01_13_39_59_296.jpg, IMG/left_2016_12_01_13_39_59_296.jpg, IMG/right_2016_12_01_13_39_59_296.jpg,-0.505992,0.9855325999999999,0.0,30.16047
IMG/center_2016_12_01_13_39_58_183.jpg, IMG/left_2016_12_01_13_39_58_183.jpg, IMG/right_2016_12_01_13_39_58_183.jpg,-0.505992,0.8894962,0.0,30.131240000000002
IMG/center_2016_12_01_13_45_41_772.jpg, IMG/left_2016_12_01_13_45_41_772.jpg, IMG/right_2016_12_01_13_45_41_772.jpg,-0.4964977,0.9855325999999999,0.0,30.16732
IMG/center_2016_12_01_13_38_09_176.jpg, IMG/left_2016_12_01_13_38_09_176.jpg, IMG/right_2016_12_01_13_38_09_176.jpg,-0.4964977,0.9855325999999999,0.0,30.158990000000003
IMG/center_2016_12_01_13_39_59_195.jpg, IMG/left_2016_12_01_13_39_59_195.jpg, IMG/right_2016_12_01_13_39_59_195.jpg,-0.505992,0.9855325999999999,0.0,30.134040000000002
IMG/center_2016_12_01_13_39_58_386.jpg, IMG/left_2016_12_01_13_39_58_386.jpg, IMG/right_2016_12_01_13_39_58_386.jpg,-0.505992,0.8991036,0.0,30.15457
IMG/center_2016_12_01_13_42_08_706.jpg, IMG/left_2016_12_01_13_42_08_706.jpg, IMG/right_2016_12_01_13_42_08_706.jpg,-0.4775089,0.9855325999999999,0.0,30.173059999999996
IMG/center_2016_12_01_13_39_58_486.jpg, IMG/left_2016_12_01_13_39_58_486.jpg, IMG/right_2016_12_01_13_39_58_486.jpg,-0.46801459999999995,0.8991036,0.0,30.161209999999997
IMG/center_2016_12_01_13_45_41_670.jpg, IMG/left_2016_12_01_13_45_41_670.jpg, IMG/right_2016_12_01_13_45_41_670.jpg,-0.46801459999999995,0.9855325999999999,0.0,30.15594
IMG/center_2016_12_01_13_45_23_025.jpg, IMG/left_2016_12_01_13_45_23_025.jpg, IMG/right_2016_12_01_13_45_23_025.jpg,-0.45852020000000004,0.9855325999999999,0.0,30.16345
IMG/center_2016_12_01_13_39_59_498.jpg, IMG/left_2016_12_01_13_39_59_498.jpg, IMG/right_2016_12_01_13_39_59_498.jpg,-0.43953149999999996,0.9855325999999999,0.0,30.18392
IMG/center_2016_12_01_13_41_02_629.jpg, IMG/left_2016_12_01_13_41_02_629.jpg, IMG/right_2016_12_01_13_41_02_629.jpg,-0.43953149999999996,0.9855325999999999,0.0,30.169390000000003
IMG/center_2016_12_01_13_39_57_475.jpg, IMG/left_2016_12_01_13_39_57_475.jpg, IMG/right_2016_12_01_13_39_57_475.jpg,-0.4490258,0.8894962,0.0,30.146440000000002
IMG/center_2016_12_01_13_40_46_901.jpg, IMG/left_2016_12_01_13_40_46_901.jpg, IMG/right_2016_12_01_13_40_46_901.jpg,-0.4490258,0.9855325999999999,0.0,20.49129
IMG/center_2016_12_01_13_46_24_009.jpg, IMG/left_2016_12_01_13_46_24_009.jpg, IMG/right_2016_12_01_13_46_24_009.jpg,-0.43953149999999996,0.44755649999999997,0.0,22.8151
IMG/center_2016_12_01_13_45_45_528.jpg, IMG/left_2016_12_01_13_45_45_528.jpg, IMG/right_2016_12_01_13_45_45_528.jpg,-0.4490258,0.9855325999999999,0.0,30.17137
IMG/center_2016_12_01_13_46_23_803.jpg, IMG/left_2016_12_01_13_46_23_803.jpg, IMG/right_2016_12_01_13_46_23_803.jpg,-0.43953149999999996,0.3706974,0.0,22.42644
IMG/center_2016_12_01_13_39_57_577.jpg, IMG/left_2016_12_01_13_39_57_577.jpg, IMG/right_2016_12_01_13_39_57_577.jpg,-0.4490258,0.8991036,0.0,30.155490000000004
IMG/center_2016_12_01_13_40_47_107.jpg, IMG/left_2016_12_01_13_40_47_107.jpg, IMG/right_2016_12_01_13_40_47_107.jpg,-0.4490258,0.9855325999999999,0.0,22.382479999999997
IMG/center_2016_12_01_13_42_08_503.jpg, IMG/left_2016_12_01_13_42_08_503.jpg, IMG/right_2016_12_01_13_42_08_503.jpg,-0.43953149999999996,0.9855325999999999,0.0,30.15863
IMG/center_2016_12_01_13_42_08_605.jpg, IMG/left_2016_12_01_13_42_08_605.jpg, IMG/right_2016_12_01_13_42_08_605.jpg,-0.4490258,0.9855325999999999,0.0,30.171490000000002
IMG/center_2016_12_01_13_46_23_907.jpg, IMG/left_2016_12_01_13_46_23_907.jpg, IMG/right_2016_12_01_13_46_23_907.jpg,-0.43953149999999996,0.38991220000000004,0.0,22.49728
IMG/center_2016_12_01_13_45_17_556.jpg, IMG/left_2016_12_01_13_45_17_556.jpg, IMG/right_2016_12_01_13_45_17_556.jpg,-0.4490258,0.9855325999999999,0.0,30.1743
IMG/center_2016_12_01_13_39_51_892.jpg, IMG/left_2016_12_01_13_39_51_892.jpg, IMG/right_2016_12_01_13_39_51_892.jpg,-0.43953149999999996,0.7934223000000001,0.0,30.09233
IMG/center_2016_12_01_13_39_31_575.jpg, IMG/left_2016_12_01_13_39_31_575.jpg, IMG/right_2016_12_01_13_39_31_575.jpg,-0.43953149999999996,0.8126372,0.0,30.11822
IMG/center_2016_12_01_13_41_02_527.jpg, IMG/left_2016_12_01_13_41_02_527.jpg, IMG/right_2016_12_01_13_41_02_527.jpg,-0.43953149999999996,0.9855325999999999,0.0,30.145770000000002
IMG/center_2016_12_01_13_45_45_427.jpg, IMG/left_2016_12_01_13_45_45_427.jpg, IMG/right_2016_12_01_13_45_45_427.jpg,-0.4490258,0.9855325999999999,0.0,30.15195
IMG/center_2016_12_01_13_45_22_925.jpg, IMG/left_2016_12_01_13_45_22_925.jpg, IMG/right_2016_12_01_13_45_22_925.jpg,-0.43953149999999996,0.9855325999999999,0.0,30.14367
IMG/center_2016_12_01_13_39_57_373.jpg, IMG/left_2016_12_01_13_39_57_373.jpg, IMG/right_2016_12_01_13_39_57_373.jpg,-0.4490258,0.8798888000000001,0.0,30.12813
IMG/center_2016_12_01_13_45_17_962.jpg, IMG/left_2016_12_01_13_45_17_962.jpg, IMG/right_2016_12_01_13_45_17_962.jpg,-0.4490258,0.9855325999999999,0.0,30.180940000000003
IMG/center_2016_12_01_13_45_17_658.jpg, IMG/left_2016_12_01_13_45_17_658.jpg, IMG/right_2016_12_01_13_45_17_658.jpg,-0.4490258,0.9855325999999999,0.0,30.17877
IMG/center_2016_12_01_13_39_31_677.jpg, IMG/left_2016_12_01_13_39_31_677.jpg, IMG/right_2016_12_01_13_39_31_677.jpg,-0.4490258,0.8126372,0.0,30.12875
IMG/center_2016_12_01_13_39_58_081.jpg, IMG/left_2016_12_01_13_39_58_081.jpg, IMG/right_2016_12_01_13_39_58_081.jpg,-0.4490258,0.8894962,0.0,30.115509999999997
IMG/center_2016_12_01_13_45_17_759.jpg, IMG/left_2016_12_01_13_45_17_759.jpg, IMG/right_2016_12_01_13_45_17_759.jpg,-0.4490258,0.9855325999999999,0.0,30.181490000000004
IMG/center_2016_12_01_13_45_13_623.jpg, IMG/left_2016_12_01_13_45_13_623.jpg, IMG/right_2016_12_01_13_45_13_623.jpg,-0.43953149999999996,0.9855325999999999,0.0,30.17537
IMG/center_2016_12_01_13_45_17_861.jpg, IMG/left_2016_12_01_13_45_17_861.jpg, IMG/right_2016_12_01_13_45_17_861.jpg,-0.4490258,0.9855325999999999,0.0,30.17868
IMG/center_2016_12_01_13_40_47_004.jpg, IMG/left_2016_12_01_13_40_47_004.jpg, IMG/right_2016_12_01_13_40_47_004.jpg,-0.4490258,0.9855325999999999,0.0,21.45249
IMG/center_2016_12_01_13_45_13_522.jpg, IMG/left_2016_12_01_13_45_13_522.jpg, IMG/right_2016_12_01_13_45_13_522.jpg,-0.43953149999999996,0.9855325999999999,0.0,30.166420000000002
IMG/center_2016_12_01_13_45_17_456.jpg, IMG/left_2016_12_01_13_45_17_456.jpg, IMG/right_2016_12_01_13_45_17_456.jpg,-0.4490258,0.9855325999999999,0.0,30.16562
IMG/center_2016_12_01_13_39_18_011.jpg, IMG/left_2016_12_01_13_39_18_011.jpg, IMG/right_2016_12_01_13_39_18_011.jpg,-0.4205428,0.0,0.0,14.6164
IMG/center_2016_12_01_13_43_23_631.jpg, IMG/left_2016_12_01_13_43_23_631.jpg, IMG/right_2016_12_01_13_43_23_631.jpg,-0.4205428,0.9855325999999999,0.0,30.175629999999998
IMG/center_2016_12_01_13_42_09_113.jpg, IMG/left_2016_12_01_13_42_09_113.jpg, IMG/right_2016_12_01_13_42_09_113.jpg,-0.4300371,0.9855325999999999,0.0,30.18804
IMG/center_2016_12_01_13_39_17_910.jpg, IMG/left_2016_12_01_13_39_17_910.jpg, IMG/right_2016_12_01_13_39_17_910.jpg,-0.4205428,0.0,0.0,14.3045
IMG/center_2016_12_01_13_43_23_529.jpg, IMG/left_2016_12_01_13_43_23_529.jpg, IMG/right_2016_12_01_13_43_23_529.jpg,-0.4205428,0.9855325999999999,0.0,30.16658
IMG/center_2016_12_01_13_45_13_420.jpg, IMG/left_2016_12_01_13_45_13_420.jpg, IMG/right_2016_12_01_13_45_13_420.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.15261
IMG/center_2016_12_01_13_45_17_356.jpg, IMG/left_2016_12_01_13_45_17_356.jpg, IMG/right_2016_12_01_13_45_17_356.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.151320000000002
IMG/center_2016_12_01_13_45_53_038.jpg, IMG/left_2016_12_01_13_45_53_038.jpg, IMG/right_2016_12_01_13_45_53_038.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.17039
IMG/center_2016_12_01_13_45_33_662.jpg, IMG/left_2016_12_01_13_45_33_662.jpg, IMG/right_2016_12_01_13_45_33_662.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.15154
IMG/center_2016_12_01_13_39_52_094.jpg, IMG/left_2016_12_01_13_39_52_094.jpg, IMG/right_2016_12_01_13_39_52_094.jpg,-0.41104840000000004,0.8030298,0.0,30.135659999999998
IMG/center_2016_12_01_13_33_56_606.jpg, IMG/left_2016_12_01_13_33_56_606.jpg, IMG/right_2016_12_01_13_33_56_606.jpg,-0.401554,0.9855325999999999,0.0,30.177690000000002
IMG/center_2016_12_01_13_45_41_570.jpg, IMG/left_2016_12_01_13_45_41_570.jpg, IMG/right_2016_12_01_13_45_41_570.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.14456
IMG/center_2016_12_01_13_41_02_731.jpg, IMG/left_2016_12_01_13_41_02_731.jpg, IMG/right_2016_12_01_13_41_02_731.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.18015
IMG/center_2016_12_01_13_45_33_966.jpg, IMG/left_2016_12_01_13_45_33_966.jpg, IMG/right_2016_12_01_13_45_33_966.jpg,-0.401554,0.9855325999999999,0.0,30.181540000000002
IMG/center_2016_12_01_13_45_44_613.jpg, IMG/left_2016_12_01_13_45_44_613.jpg, IMG/right_2016_12_01_13_45_44_613.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.175009999999997
IMG/center_2016_12_01_13_45_45_325.jpg, IMG/left_2016_12_01_13_45_45_325.jpg, IMG/right_2016_12_01_13_45_45_325.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.131529999999998
IMG/center_2016_12_01_13_39_18_213.jpg, IMG/left_2016_12_01_13_39_18_213.jpg, IMG/right_2016_12_01_13_39_18_213.jpg,-0.41104840000000004,0.0,0.0,14.340370000000002
IMG/center_2016_12_01_13_45_44_512.jpg, IMG/left_2016_12_01_13_45_44_512.jpg, IMG/right_2016_12_01_13_45_44_512.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.164070000000002
IMG/center_2016_12_01_13_33_56_706.jpg, IMG/left_2016_12_01_13_33_56_706.jpg, IMG/right_2016_12_01_13_33_56_706.jpg,-0.401554,0.9855325999999999,0.0,30.180670000000003
IMG/center_2016_12_01_13_39_18_111.jpg, IMG/left_2016_12_01_13_39_18_111.jpg, IMG/right_2016_12_01_13_39_18_111.jpg,-0.41104840000000004,0.0,0.0,13.961470000000002
IMG/center_2016_12_01_13_45_53_138.jpg, IMG/left_2016_12_01_13_45_53_138.jpg, IMG/right_2016_12_01_13_45_53_138.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.177559999999996
IMG/center_2016_12_01_13_45_33_865.jpg, IMG/left_2016_12_01_13_45_33_865.jpg, IMG/right_2016_12_01_13_45_33_865.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.178659999999997
IMG/center_2016_12_01_13_45_33_765.jpg, IMG/left_2016_12_01_13_45_33_765.jpg, IMG/right_2016_12_01_13_45_33_765.jpg,-0.41104840000000004,0.9855325999999999,0.0,30.17022
IMG/center_2016_12_01_13_35_19_951.jpg, IMG/left_2016_12_01_13_35_19_951.jpg, IMG/right_2016_12_01_13_35_19_951.jpg,-0.3825653,0.9855325999999999,0.0,30.176059999999996
IMG/center_2016_12_01_13_41_06_164.jpg, IMG/left_2016_12_01_13_41_06_164.jpg, IMG/right_2016_12_01_13_41_06_164.jpg,-0.3920597,0.9855325999999999,0.0,30.173540000000003
IMG/center_2016_12_01_13_39_58_587.jpg, IMG/left_2016_12_01_13_39_58_587.jpg, IMG/right_2016_12_01_13_39_58_587.jpg,-0.3825653,0.9183184000000001,0.0,30.172040000000003
IMG/center_2016_12_01_13_43_23_427.jpg, IMG/left_2016_12_01_13_43_23_427.jpg, IMG/right_2016_12_01_13_43_23_427.jpg,-0.3825653,0.9855325999999999,0.0,30.151790000000002
IMG/center_2016_12_01_13_33_56_910.jpg, IMG/left_2016_12_01_13_33_56_910.jpg, IMG/right_2016_12_01_13_33_56_910.jpg,-0.3825653,0.9855325999999999,0.0,30.1839
IMG/center_2016_12_01_13_33_56_807.jpg, IMG/left_2016_12_01_13_33_56_807.jpg, IMG/right_2016_12_01_13_33_56_807.jpg,-0.3920597,0.9855325999999999,0.0,30.182909999999996
IMG/center_2016_12_01_13_45_38_220.jpg, IMG/left_2016_12_01_13_45_38_220.jpg, IMG/right_2016_12_01_13_45_38_220.jpg,-0.3920597,0.9855325999999999,0.0,30.17908
IMG/center_2016_12_01_13_41_06_365.jpg, IMG/left_2016_12_01_13_41_06_365.jpg, IMG/right_2016_12_01_13_41_06_365.jpg,-0.3920597,0.9855325999999999,0.0,30.181340000000002
IMG/center_2016_12_01_13_35_19_848.jpg, IMG/left_2016_12_01_13_35_19_848.jpg, IMG/right_2016_12_01_13_35_19_848.jpg,-0.3825653,0.9855325999999999,0.0,30.16555
IMG/center_2016_12_01_13_46_23_702.jpg, IMG/left_2016_12_01_13_46_23_702.jpg, IMG/right_2016_12_01_13_46_23_702.jpg,-0.3920597,0.3706974,0.0,22.12079
IMG/center_2016_12_01_13_45_38_119.jpg, IMG/left_2016_12_01_13_45_38_119.jpg, IMG/right_2016_12_01_13_45_38_119.jpg,-0.3920597,0.9855325999999999,0.0,30.17363
IMG/center_2016_12_01_13_45_56_384.jpg, IMG/left_2016_12_01_13_45_56_384.jpg, IMG/right_2016_12_01_13_45_56_384.jpg,-0.3920597,0.9855325999999999,0.0,30.1681
IMG/center_2016_12_01_13_35_20_053.jpg, IMG/left_2016_12_01_13_35_20_053.jpg, IMG/right_2016_12_01_13_35_20_053.jpg,-0.3825653,0.9855325999999999,0.0,30.18015
IMG/center_2016_12_01_13_40_46_798.jpg, IMG/left_2016_12_01_13_40_46_798.jpg, IMG/right_2016_12_01_13_40_46_798.jpg,-0.3825653,0.9855325999999999,0.0,19.59779
IMG/center_2016_12_01_13_45_38_017.jpg, IMG/left_2016_12_01_13_45_38_017.jpg, IMG/right_2016_12_01_13_45_38_017.jpg,-0.3920597,0.9855325999999999,0.0,30.159779999999998
IMG/center_2016_12_01_13_41_06_264.jpg, IMG/left_2016_12_01_13_41_06_264.jpg, IMG/right_2016_12_01_13_41_06_264.jpg,-0.3920597,0.9855325999999999,0.0,30.179059999999996
IMG/center_2016_12_01_13_35_20_155.jpg, IMG/left_2016_12_01_13_35_20_155.jpg, IMG/right_2016_12_01_13_35_20_155.jpg,-0.3825653,0.9855325999999999,0.0,30.18279
IMG/center_2016_12_01_13_33_56_505.jpg, IMG/left_2016_12_01_13_33_56_505.jpg, IMG/right_2016_12_01_13_33_56_505.jpg,-0.3920597,0.9855325999999999,0.0,30.17336
IMG/center_2016_12_01_13_35_20_256.jpg, IMG/left_2016_12_01_13_35_20_256.jpg, IMG/right_2016_12_01_13_35_20_256.jpg,-0.373071,0.9855325999999999,0.0,30.18388
IMG/center_2016_12_01_13_43_53_892.jpg, IMG/left_2016_12_01_13_43_53_892.jpg, IMG/right_2016_12_01_13_43_53_892.jpg,-0.35408229999999996,0.9855325999999999,0.0,30.17806
IMG/center_2016_12_01_13_43_34_300.jpg, IMG/left_2016_12_01_13_43_34_300.jpg, IMG/right_2016_12_01_13_43_34_300.jpg,-0.373071,0.9855325999999999,0.0,30.182059999999996
IMG/center_2016_12_01_13_46_19_214.jpg, IMG/left_2016_12_01_13_46_19_214.jpg, IMG/right_2016_12_01_13_46_19_214.jpg,-0.373071,0.0,0.0,26.01502
IMG/center_2016_12_01_13_42_29_817.jpg, IMG/left_2016_12_01_13_42_29_817.jpg, IMG/right_2016_12_01_13_42_29_817.jpg,-0.35408229999999996,0.9855325999999999,0.0,30.177459999999996
IMG/center_2016_12_01_13_39_56_058.jpg, IMG/left_2016_12_01_13_39_56_058.jpg, IMG/right_2016_12_01_13_39_56_058.jpg,-0.35408229999999996,0.9375331,0.0,30.161270000000002
IMG/center_2016_12_01_13_43_54_196.jpg, IMG/left_2016_12_01_13_43_54_196.jpg, IMG/right_2016_12_01_13_43_54_196.jpg,-0.35408229999999996,0.9855325999999999,0.0,30.182340000000003
IMG/center_2016_12_01_13_45_56_283.jpg, IMG/left_2016_12_01_13_45_56_283.jpg, IMG/right_2016_12_01_13_45_56_283.jpg,-0.373071,0.9855325999999999,0.0,30.15346
IMG/center_2016_12_01_13_43_33_994.jpg, IMG/left_2016_12_01_13_43_33_994.jpg, IMG/right_2016_12_01_13_43_33_994.jpg,-0.35408229999999996,0.9855325999999999,0.0,30.18158
IMG/center_2016_12_01_13_43_34_198.jpg, IMG/left_2016_12_01_13_43_34_198.jpg, IMG/right_2016_12_01_13_43_34_198.jpg,-0.373071,0.9855325999999999,0.0,30.18035
IMG/center_2016_12_01_13_43_34_096.jpg, IMG/left_2016_12_01_13_43_34_096.jpg, IMG/right_2016_12_01_13_43_34_096.jpg,-0.373071,0.9855325999999999,0.0,30.1802
IMG/center_2016_12_01_13_43_53_992.jpg, IMG/left_2016_12_01_13_43_53_992.jpg, IMG/right_2016_12_01_13_43_53_992.jpg,-0.35408229999999996,0.9855325999999999,0.0,30.1809
IMG/center_2016_12_01_13_42_29_917.jpg, IMG/left_2016_12_01_13_42_29_917.jpg, IMG/right_2016_12_01_13_42_29_917.jpg,-0.35408229999999996,0.9855325999999999,0.0,30.18109
IMG/center_2016_12_01_13_45_44_409.jpg, IMG/left_2016_12_01_13_45_44_409.jpg, IMG/right_2016_12_01_13_45_44_409.jpg,-0.373071,0.9855325999999999,0.0,30.15087
IMG/center_2016_12_01_13_42_29_715.jpg, IMG/left_2016_12_01_13_42_29_715.jpg, IMG/right_2016_12_01_13_42_29_715.jpg,-0.35408229999999996,0.9855325999999999,0.0,30.167990000000003
IMG/center_2016_12_01_13_33_56_403.jpg, IMG/left_2016_12_01_13_33_56_403.jpg, IMG/right_2016_12_01_13_33_56_403.jpg,-0.373071,0.9855325999999999,0.0,30.163970000000003
IMG/center_2016_12_01_13_45_19_885.jpg, IMG/left_2016_12_01_13_45_19_885.jpg, IMG/right_2016_12_01_13_45_19_885.jpg,-0.373071,0.9855325999999999,0.0,30.179409999999997
IMG/center_2016_12_01_13_43_54_094.jpg, IMG/left_2016_12_01_13_43_54_094.jpg, IMG/right_2016_12_01_13_43_54_094.jpg,-0.35408229999999996,0.9855325999999999,0.0,30.17998
IMG/center_2016_12_01_13_35_20_358.jpg, IMG/left_2016_12_01_13_35_20_358.jpg, IMG/right_2016_12_01_13_35_20_358.jpg,-0.373071,0.9855325999999999,0.0,30.183429999999998
IMG/center_2016_12_01_13_45_19_785.jpg, IMG/left_2016_12_01_13_45_19_785.jpg, IMG/right_2016_12_01_13_45_19_785.jpg,-0.34458790000000006,0.9855325999999999,0.0,30.17967
IMG/center_2016_12_01_13_43_54_296.jpg, IMG/left_2016_12_01_13_43_54_296.jpg, IMG/right_2016_12_01_13_43_54_296.jpg,-0.34458790000000006,0.9855325999999999,0.0,30.184009999999997
IMG/center_2016_12_01_13_46_20_434.jpg, IMG/left_2016_12_01_13_46_20_434.jpg, IMG/right_2016_12_01_13_46_20_434.jpg,-0.3350936,0.0,0.0,22.48113
IMG/center_2016_12_01_13_43_33_891.jpg, IMG/left_2016_12_01_13_43_33_891.jpg, IMG/right_2016_12_01_13_43_33_891.jpg,-0.3350936,0.9855325999999999,0.0,30.182370000000002
IMG/center_2016_12_01_13_41_06_063.jpg, IMG/left_2016_12_01_13_41_06_063.jpg, IMG/right_2016_12_01_13_41_06_063.jpg,-0.34458790000000006,0.9855325999999999,0.0,30.170840000000002
IMG/center_2016_12_01_13_42_29_109.jpg, IMG/left_2016_12_01_13_42_29_109.jpg, IMG/right_2016_12_01_13_42_29_109.jpg,-0.3350936,0.9855325999999999,0.0,30.18202
IMG/center_2016_12_01_13_45_29_522.jpg, IMG/left_2016_12_01_13_45_29_522.jpg, IMG/right_2016_12_01_13_45_29_522.jpg,-0.34458790000000006,0.9855325999999999,0.0,30.17643
IMG/center_2016_12_01_13_45_56_485.jpg, IMG/left_2016_12_01_13_45_56_485.jpg, IMG/right_2016_12_01_13_45_56_485.jpg,-0.3350936,0.9855325999999999,0.0,30.1826
IMG/center_2016_12_01_13_42_30_018.jpg, IMG/left_2016_12_01_13_42_30_018.jpg, IMG/right_2016_12_01_13_42_30_018.jpg,-0.3350936,0.9855325999999999,0.0,30.184459999999998
IMG/center_2016_12_01_13_43_33_789.jpg, IMG/left_2016_12_01_13_43_33_789.jpg, IMG/right_2016_12_01_13_43_33_789.jpg,-0.31610479999999996,0.9855325999999999,0.0,30.18341
IMG/center_2016_12_01_13_45_29_420.jpg, IMG/left_2016_12_01_13_45_29_420.jpg, IMG/right_2016_12_01_13_45_29_420.jpg,-0.32559920000000003,0.9855325999999999,0.0,30.169059999999998
IMG/center_2016_12_01_13_42_28_906.jpg, IMG/left_2016_12_01_13_42_28_906.jpg, IMG/right_2016_12_01_13_42_28_906.jpg,-0.32559920000000003,0.9855325999999999,0.0,30.172929999999997
IMG/center_2016_12_01_13_38_38_541.jpg, IMG/left_2016_12_01_13_38_38_541.jpg, IMG/right_2016_12_01_13_38_38_541.jpg,-0.31610479999999996,0.9855325999999999,0.0,30.177690000000002
IMG/center_2016_12_01_13_44_34_240.jpg, IMG/left_2016_12_01_13_44_34_240.jpg, IMG/right_2016_12_01_13_44_34_240.jpg,-0.31610479999999996,0.9855325999999999,0.0,30.182470000000002
